# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 21
5.00000000000000000000000000000000000e-01 5.00000000000000000000000000000000000e-01 3.37982100890357063198071009635868654e-02
7.36675537179112076013454509194223331e-01 5.00000000000000000000000000000000000e-01 2.66985396964850956259385537207391710e-02
5.00000000000000000000000000000000000e-01 7.36675537179112076013454509194223331e-01 2.66985396964850956259385537207391710e-02
2.63324462820887923986545490805776669e-01 5.00000000000000000000000000000000000e-01 2.66985396964850956259385537207391710e-02
5.00000000000000000000000000000000000e-01 2.63324462820887923986545490805776669e-01 2.66985396964850956259385537207391710e-02
9.17639214877934150802604465047476460e-01 5.00000000000000000000000000000000000e-01 1.65643020012360962897577647550306101e-02
5.00000000000000000000000000000000000e-01 9.17639214877934150802604465047476460e-01 1.65643020012360962897577647550306101e-02
8.23607851220658491973955349525235397e-02 5.00000000000000000000000000000000000e-01 1.65643020012360962897577647550306101e-02
5.00000000000000000000000000000000000e-01 8.23607851220658491973955349525235397e-02 1.65643020012360962897577647550306101e-02
6.28685950303614490952687760665881846e-01 6.28685950303614490952687760665881846e-01 2.99711209115851174261805445891572701e-02
6.28685950303614490952687760665881846e-01 3.71314049696385509047312239334118154e-01 2.99711209115851174261805445891572701e-02
3.71314049696385509047312239334118154e-01 6.28685950303614490952687760665881846e-01 2.99711209115851174261805445891572701e-02
3.71314049696385509047312239334118154e-01 3.71314049696385509047312239334118154e-01 2.99711209115851174261805445891572701e-02
9.81668916057811676907421763124728652e-01 9.81668916057811676907421763124728652e-01 2.05736532230500220705542793137239460e-03
9.81668916057811676907421763124728652e-01 1.83310839421883230925782368752713484e-02 2.05736532230500220705542793137239460e-03
1.83310839421883230925782368752713484e-02 9.81668916057811676907421763124728652e-01 2.05736532230500220705542793137239460e-03
1.83310839421883230925782368752713484e-02 1.83310839421883230925782368752713484e-02 2.05736532230500220705542793137239460e-03
9.31225962689825775701338038159841075e-01 9.31225962689825775701338038159841075e-01 7.65091023219391275953528892619220167e-03
9.31225962689825775701338038159841075e-01 6.87740373101742242986619618401589246e-02 7.65091023219391275953528892619220167e-03
6.87740373101742242986619618401589246e-02 9.31225962689825775701338038159841075e-01 7.65091023219391275953528892619220167e-03
6.87740373101742242986619618401589246e-02 6.87740373101742242986619618401589246e-02 7.65091023219391275953528892619220167e-03
7.48448981259672851823968085025646180e-01 7.48448981259672851823968085025646180e-01 2.41979479733988027106244277819584392e-02
7.48448981259672851823968085025646180e-01 2.51551018740327148176031914974353820e-01 2.41979479733988027106244277819584392e-02
2.51551018740327148176031914974353820e-01 7.48448981259672851823968085025646180e-01 2.41979479733988027106244277819584392e-02
2.51551018740327148176031914974353820e-01 2.51551018740327148176031914974353820e-01 2.41979479733988027106244277819584392e-02
8.52166087597700284779662958900403604e-01 8.52166087597700284779662958900403604e-01 1.53790853703291403004374860024903966e-02
8.52166087597700284779662958900403604e-01 1.47833912402299715220337041099596396e-01 1.53790853703291403004374860024903966e-02
1.47833912402299715220337041099596396e-01 8.52166087597700284779662958900403604e-01 1.53790853703291403004374860024903966e-02
1.47833912402299715220337041099596396e-01 1.47833912402299715220337041099596396e-01 1.53790853703291403004374860024903966e-02
