# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 21
6.20939092738350988354985274745961234e-01 8.37073109977658869751228090957667581e-01 2.16821248783020562259841742498882317e-02
8.37073109977658869751228090957667581e-01 6.20939092738350988354985274745961234e-01 2.16821248783020562259841742498882317e-02
6.20939092738350988354985274745961234e-01 1.62926890022341130248771909042332419e-01 2.16821248783020562259841742498882317e-02
1.62926890022341130248771909042332419e-01 6.20939092738350988354985274745961234e-01 2.16821248783020562259841742498882317e-02
3.79060907261649011645014725254038766e-01 8.37073109977658869751228090957667581e-01 2.16821248783020562259841742498882317e-02
8.37073109977658869751228090957667581e-01 3.79060907261649011645014725254038766e-01 2.16821248783020562259841742498882317e-02
3.79060907261649011645014725254038766e-01 1.62926890022341130248771909042332419e-01 2.16821248783020562259841742498882317e-02
1.62926890022341130248771909042332419e-01 3.79060907261649011645014725254038766e-01 2.16821248783020562259841742498882317e-02
7.40078483156397568578631945539565361e-01 9.12323687635460369139406105958503648e-01 1.39697793510318370157619645510294568e-02
9.12323687635460369139406105958503648e-01 7.40078483156397568578631945539565361e-01 1.39697793510318370157619645510294568e-02
7.40078483156397568578631945539565361e-01 8.76763123645396308605938940414963522e-02 1.39697793510318370157619645510294568e-02
8.76763123645396308605938940414963522e-02 7.40078483156397568578631945539565361e-01 1.39697793510318370157619645510294568e-02
2.59921516843602431421368054460434639e-01 9.12323687635460369139406105958503648e-01 1.39697793510318370157619645510294568e-02
9.12323687635460369139406105958503648e-01 2.59921516843602431421368054460434639e-01 1.39697793510318370157619645510294568e-02
2.59921516843602431421368054460434639e-01 8.76763123645396308605938940414963522e-02 1.39697793510318370157619645510294568e-02
8.76763123645396308605938940414963522e-02 2.59921516843602431421368054460434639e-01 1.39697793510318370157619645510294568e-02
9.66120967960876981037501059709965401e-01 6.35349592050832455445507346851866724e-01 9.28220686022845441333267973871924023e-03
6.35349592050832455445507346851866724e-01 9.66120967960876981037501059709965401e-01 9.28220686022845441333267973871924023e-03
9.66120967960876981037501059709965401e-01 3.64650407949167544554492653148133276e-01 9.28220686022845441333267973871924023e-03
3.64650407949167544554492653148133276e-01 9.66120967960876981037501059709965401e-01 9.28220686022845441333267973871924023e-03
3.38790320391230189624989402900345994e-02 6.35349592050832455445507346851866724e-01 9.28220686022845441333267973871924023e-03
6.35349592050832455445507346851866724e-01 3.38790320391230189624989402900345994e-02 9.28220686022845441333267973871924023e-03
3.38790320391230189624989402900345994e-02 3.64650407949167544554492653148133276e-01 9.28220686022845441333267973871924023e-03
3.64650407949167544554492653148133276e-01 3.38790320391230189624989402900345994e-02 9.28220686022845441333267973871924023e-03
9.67451162912005273066772193703855621e-01 8.37519783718537634686044481779920629e-01 7.19390021275513294189484190673519150e-03
8.37519783718537634686044481779920629e-01 9.67451162912005273066772193703855621e-01 7.19390021275513294189484190673519150e-03
9.67451162912005273066772193703855621e-01 1.62480216281462365313955518220079371e-01 7.19390021275513294189484190673519150e-03
1.62480216281462365313955518220079371e-01 9.67451162912005273066772193703855621e-01 7.19390021275513294189484190673519150e-03
3.25488370879947269332278062961443794e-02 8.37519783718537634686044481779920629e-01 7.19390021275513294189484190673519150e-03
8.37519783718537634686044481779920629e-01 3.25488370879947269332278062961443794e-02 7.19390021275513294189484190673519150e-03
3.25488370879947269332278062961443794e-02 1.62480216281462365313955518220079371e-01 7.19390021275513294189484190673519150e-03
1.62480216281462365313955518220079371e-01 3.25488370879947269332278062961443794e-02 7.19390021275513294189484190673519150e-03
9.95227733764762076360987294479410559e-01 7.44458125588583439689059437769672222e-01 2.87738011062329189456528457704711521e-03
7.44458125588583439689059437769672222e-01 9.95227733764762076360987294479410559e-01 2.87738011062329189456528457704711521e-03
9.95227733764762076360987294479410559e-01 2.55541874411416560310940562230327778e-01 2.87738011062329189456528457704711521e-03
2.55541874411416560310940562230327778e-01 9.95227733764762076360987294479410559e-01 2.87738011062329189456528457704711521e-03
4.77226623523792363901270552058944122e-03 7.44458125588583439689059437769672222e-01 2.87738011062329189456528457704711521e-03
7.44458125588583439689059437769672222e-01 4.77226623523792363901270552058944122e-03 2.87738011062329189456528457704711521e-03
4.77226623523792363901270552058944122e-03 2.55541874411416560310940562230327778e-01 2.87738011062329189456528457704711521e-03
2.55541874411416560310940562230327778e-01 4.77226623523792363901270552058944122e-03 2.87738011062329189456528457704711521e-03
9.15567622987950692929871946064492037e-01 9.94480305693286195831217891893155725e-01 1.88212053260041142728123498408293622e-03
9.94480305693286195831217891893155725e-01 9.15567622987950692929871946064492037e-01 1.88212053260041142728123498408293622e-03
9.15567622987950692929871946064492037e-01 5.51969430671380416878210810684427476e-03 1.88212053260041142728123498408293622e-03
5.51969430671380416878210810684427476e-03 9.15567622987950692929871946064492037e-01 1.88212053260041142728123498408293622e-03
8.44323770120493070701280539355079632e-02 9.94480305693286195831217891893155725e-01 1.88212053260041142728123498408293622e-03
9.94480305693286195831217891893155725e-01 8.44323770120493070701280539355079632e-02 1.88212053260041142728123498408293622e-03
8.44323770120493070701280539355079632e-02 5.51969430671380416878210810684427476e-03 1.88212053260041142728123498408293622e-03
5.51969430671380416878210810684427476e-03 8.44323770120493070701280539355079632e-02 1.88212053260041142728123498408293622e-03
5.45734800461145648334221914286735940e-01 9.92008574244799464330068779362822949e-01 2.62807603956276913143918551857922853e-03
9.92008574244799464330068779362822949e-01 5.45734800461145648334221914286735940e-01 2.62807603956276913143918551857922853e-03
5.45734800461145648334221914286735940e-01 7.99142575520053566993122063717705054e-03 2.62807603956276913143918551857922853e-03
7.99142575520053566993122063717705054e-03 5.45734800461145648334221914286735940e-01 2.62807603956276913143918551857922853e-03
4.54265199538854351665778085713264060e-01 9.92008574244799464330068779362822949e-01 2.62807603956276913143918551857922853e-03
9.92008574244799464330068779362822949e-01 4.54265199538854351665778085713264060e-01 2.62807603956276913143918551857922853e-03
4.54265199538854351665778085713264060e-01 7.99142575520053566993122063717705054e-03 2.62807603956276913143918551857922853e-03
7.99142575520053566993122063717705054e-03 4.54265199538854351665778085713264060e-01 2.62807603956276913143918551857922853e-03
