# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 15
8.99049493948503545122775867517980742e-01 5.00000000000000000000000000000000000e-01 2.87332318158813419539900723313544156e-02
5.00000000000000000000000000000000000e-01 8.99049493948503545122775867517980742e-01 2.87332318158813419539900723313544156e-02
1.00950506051496454877224132482019258e-01 5.00000000000000000000000000000000000e-01 2.87332318158813419539900723313544156e-02
5.00000000000000000000000000000000000e-01 1.00950506051496454877224132482019258e-01 2.87332318158813419539900723313544156e-02
6.51926513199229878051340893454813515e-01 5.00000000000000000000000000000000000e-01 4.54214397418179623926011464426834187e-02
5.00000000000000000000000000000000000e-01 6.51926513199229878051340893454813515e-01 4.54214397418179623926011464426834187e-02
3.48073486800770121948659106545186485e-01 5.00000000000000000000000000000000000e-01 4.54214397418179623926011464426834187e-02
5.00000000000000000000000000000000000e-01 3.48073486800770121948659106545186485e-01 4.54214397418179623926011464426834187e-02
9.41211135053442679960205943338835923e-01 9.41211135053442679960205943338835923e-01 1.03096209471914529597569099043041500e-02
9.41211135053442679960205943338835923e-01 5.87888649465573200397940566611640773e-02 1.03096209471914529597569099043041500e-02
5.87888649465573200397940566611640773e-02 9.41211135053442679960205943338835923e-01 1.03096209471914529597569099043041500e-02
5.87888649465573200397940566611640773e-02 5.87888649465573200397940566611640773e-02 1.03096209471914529597569099043041500e-02
9.88894899769951348712123446761879334e-01 9.88894899769951348712123446761879334e-01 1.48343662145980532869035494733746703e-03
9.88894899769951348712123446761879334e-01 1.11051002300486512878765532381206661e-02 1.48343662145980532869035494733746703e-03
1.11051002300486512878765532381206661e-02 9.88894899769951348712123446761879334e-01 1.48343662145980532869035494733746703e-03
1.11051002300486512878765532381206661e-02 1.11051002300486512878765532381206661e-02 1.48343662145980532869035494733746703e-03
9.04356067909751783620014119507084887e-01 7.83606786698295351589325845419515062e-01 2.52872858693581057019026986757504398e-02
7.83606786698295351589325845419515062e-01 9.04356067909751783620014119507084887e-01 2.52872858693581057019026986757504398e-02
9.04356067909751783620014119507084887e-01 2.16393213301704648410674154580484938e-01 2.52872858693581057019026986757504398e-02
2.16393213301704648410674154580484938e-01 9.04356067909751783620014119507084887e-01 2.52872858693581057019026986757504398e-02
9.56439320902482163799858804929151126e-02 7.83606786698295351589325845419515062e-01 2.52872858693581057019026986757504398e-02
7.83606786698295351589325845419515062e-01 9.56439320902482163799858804929151126e-02 2.52872858693581057019026986757504398e-02
9.56439320902482163799858804929151126e-02 2.16393213301704648410674154580484938e-01 2.52872858693581057019026986757504398e-02
2.16393213301704648410674154580484938e-01 9.56439320902482163799858804929151126e-02 2.52872858693581057019026986757504398e-02
6.52327399518526270585492993476669405e-01 7.89368097017903255130069696323505259e-01 3.69591804082203046197640459015908493e-02
7.89368097017903255130069696323505259e-01 6.52327399518526270585492993476669405e-01 3.69591804082203046197640459015908493e-02
6.52327399518526270585492993476669405e-01 2.10631902982096744869930303676494741e-01 3.69591804082203046197640459015908493e-02
2.10631902982096744869930303676494741e-01 6.52327399518526270585492993476669405e-01 3.69591804082203046197640459015908493e-02
3.47672600481473729414507006523330595e-01 7.89368097017903255130069696323505259e-01 3.69591804082203046197640459015908493e-02
7.89368097017903255130069696323505259e-01 3.47672600481473729414507006523330595e-01 3.69591804082203046197640459015908493e-02
3.47672600481473729414507006523330595e-01 2.10631902982096744869930303676494741e-01 3.69591804082203046197640459015908493e-02
2.10631902982096744869930303676494741e-01 3.47672600481473729414507006523330595e-01 3.69591804082203046197640459015908493e-02
9.90252421862265980770013493865127779e-01 8.48731815995483509396945227591118030e-01 5.81829853616830365064372298336576498e-03
8.48731815995483509396945227591118030e-01 9.90252421862265980770013493865127779e-01 5.81829853616830365064372298336576498e-03
9.90252421862265980770013493865127779e-01 1.51268184004516490603054772408881970e-01 5.81829853616830365064372298336576498e-03
1.51268184004516490603054772408881970e-01 9.90252421862265980770013493865127779e-01 5.81829853616830365064372298336576498e-03
9.74757813773401922998650613487222075e-03 8.48731815995483509396945227591118030e-01 5.81829853616830365064372298336576498e-03
8.48731815995483509396945227591118030e-01 9.74757813773401922998650613487222075e-03 5.81829853616830365064372298336576498e-03
9.74757813773401922998650613487222075e-03 1.51268184004516490603054772408881970e-01 5.81829853616830365064372298336576498e-03
1.51268184004516490603054772408881970e-01 9.74757813773401922998650613487222075e-03 5.81829853616830365064372298336576498e-03
6.32422077936158088550071374134154280e-01 9.77871259904755854261937538023501310e-01 1.39613706230780047101702906264532202e-02
9.77871259904755854261937538023501310e-01 6.32422077936158088550071374134154280e-01 1.39613706230780047101702906264532202e-02
6.32422077936158088550071374134154280e-01 2.21287400952441457380624619764986896e-02 1.39613706230780047101702906264532202e-02
2.21287400952441457380624619764986896e-02 6.32422077936158088550071374134154280e-01 1.39613706230780047101702906264532202e-02
3.67577922063841911449928625865845720e-01 9.77871259904755854261937538023501310e-01 1.39613706230780047101702906264532202e-02
9.77871259904755854261937538023501310e-01 3.67577922063841911449928625865845720e-01 1.39613706230780047101702906264532202e-02
3.67577922063841911449928625865845720e-01 2.21287400952441457380624619764986896e-02 1.39613706230780047101702906264532202e-02
2.21287400952441457380624619764986896e-02 3.67577922063841911449928625865845720e-01 1.39613706230780047101702906264532202e-02
