# Generated by maxima script jacobian.mac
1 39
0.003435700407452537606938805764339860888676434549172051925907934391007641186123109580275298751713954469 0.008807003569576059155930981175926408181071552771668366262174663338674209629810923908701553356090040729
0.996564299592547462393061194235660139111323565450827948074092065608992358813876890419724701248285876 0.008807003569576059155930981175926408181071552771668366262174663338674209629810923908701553563226498553
0.9819859636389568956338330655986386109560301639030944280317687969460207903921915284900090626279828738 0.02030071490019347066551997613746605493954531999497576840880342728091614837549366414776945721436983009
0.01801403636104310436616693440136138904396983609690557196823120305397920960780847150999093737201747363 0.02030071490019347066551997613746605493954531999497576840880342728091614837549366414776945930224083097
0.9561172141256629529338762206016490565245923987118458873979411095790354456043595394682223630964602397 0.03133602416705453178475326759352080317580053828921818204979217271898740551683283932228188052636258305
0.04388278587433704706612377939835094347540760128815411260205889042096455439564046053177763690353951217 0.03133602416705453178475326759352080317580053828921818204979217271898740551683283932228188185922162769
0.08044151408889058830273546914923965733518531746718131337375363723356945300033759504038532971702103414 0.04163837078835237436237907161102310305008891429158164537244103039284654144703970973568759498491074799
0.9195584859111094116972645308507603426648146825328186866262463627664305469996624049596146702829790438 0.04163837078835237436237907161102310305008891429158164537244103039284654144703970973568759537895086086
0.1268340467699246036928474648221792048446346602154117779302270469657323224809224676594479431896762949 0.05096505990862021751837506774017493808334582801169627813098580809842616101269717323767465784984593666
0.8731659532300753963071525351778207951553653397845882220697729530342676775190775323405520568103236989 0.05096505990862021751837506774017493808334582801169627813098580809842616101269717323767465787679251824
0.8180268403632575127264183481131429683716945583996842319697233112732706312927150662793515977478806628 0.05909726598075920865618868885569114350252060977448438772344497601008737417525575815286434391364216924
0.1819731596367424872735816518868570316283054416003157680302766887267293687072849337206484022521193356 0.05909726598075920865618868885569114350252060977448438772344497601008737417525575815286434391379151647
0.755433500975413549002182025477625499212745664601213416736174309947367485195382864072015841525433889 0.06584431922458831344924724987408156745805525557349176349821824685442717821474046657177898759196353775
0.2445664990245864509978179745223745007872543353987865832638256900526325148046171359279841584745661111 0.06584431922458831344924724987408156745805525557349176349821824685442717821474046657177898759199220677
0.3131469556422902196637259114875363813021268391471586440860256932421771178134702360520521581827333106 0.07104805465919102566464916253358246651725770669601015166868354149191404374896718380847461214160016571
0.6868530443577097803362740885124636186978731608528413559139743067578228821865297639479478418172666894 0.07104805465919102566464916253358246651725770669601015166868354149191404374896718380847461214160037349
0.613892925570822539040248097684287312371544468841463736157317869603585670931777913897476062595484354 0.07458649323630187339391436850098471834633995204068415824810560890492221129779339034698066301760523947
0.386107074429177460959751902315712687628455531158536263842682130396414329068222086102523937404515646 0.07458649323630187339391436850098471834633995204068415824810560890492221129779339034698066301760523991
0.5382632605667486668773202046994191055023981334067487504023976221921281710241684891207725570907781078 0.07637669356536292534904216597754879674597432255618929863735052490879872658136889076778624391825195297
0.4617367394332513331226797953005808944976018665932512495976023778078718289758315108792274429092218922 0.07637669356536292534904216597754879674597432255618929863735052490879872658136889076778624391825195297
