3 9
1.93159265204145503082557555129721558e-01 5.00000000000000000000000000000000000e-01 5.00000000000000000000000000000000000e-01 5.41593744687068178762288491492902510e-02
5.00000000000000000000000000000000000e-01 5.00000000000000000000000000000000000e-01 8.06840734795854496917442444870278442e-01 5.41593744687068178762288491492902510e-02
5.00000000000000000000000000000000000e-01 8.06840734795854496917442444870278442e-01 5.00000000000000000000000000000000000e-01 5.41593744687068178762288491492902510e-02
5.00000000000000000000000000000000000e-01 5.00000000000000000000000000000000000e-01 1.93159265204145503082557555129721558e-01 5.41593744687068178762288491492902510e-02
8.06840734795854496917442444870278442e-01 5.00000000000000000000000000000000000e-01 5.00000000000000000000000000000000000e-01 5.41593744687068178762288491492902510e-02
5.00000000000000000000000000000000000e-01 1.93159265204145503082557555129721558e-01 5.00000000000000000000000000000000000e-01 5.41593744687068178762288491492902510e-02
9.35049892330987958807531904431962417e-01 6.49501076690120411924680955680375835e-02 6.49501076690120411924680955680375835e-02 6.26859941241862873343143596558271095e-03
6.49501076690120411924680955680375835e-02 9.35049892330987958807531904431962417e-01 9.35049892330987958807531904431962417e-01 6.26859941241862873343143596558271095e-03
6.49501076690120411924680955680375835e-02 9.35049892330987958807531904431962417e-01 6.49501076690120411924680955680375835e-02 6.26859941241862873343143596558271095e-03
6.49501076690120411924680955680375835e-02 6.49501076690120411924680955680375835e-02 6.49501076690120411924680955680375835e-02 6.26859941241862873343143596558271095e-03
6.49501076690120411924680955680375835e-02 6.49501076690120411924680955680375835e-02 9.35049892330987958807531904431962417e-01 6.26859941241862873343143596558271095e-03
9.35049892330987958807531904431962417e-01 9.35049892330987958807531904431962417e-01 6.49501076690120411924680955680375835e-02 6.26859941241862873343143596558271095e-03
9.35049892330987958807531904431962417e-01 9.35049892330987958807531904431962417e-01 9.35049892330987958807531904431962417e-01 6.26859941241862873343143596558271095e-03
9.35049892330987958807531904431962417e-01 6.49501076690120411924680955680375835e-02 9.35049892330987958807531904431962417e-01 6.26859941241862873343143596558271095e-03
7.82055403510015027133309499331536415e-01 2.17944596489984972866690500668463585e-01 2.17944596489984972866690500668463585e-01 2.48574797680029375401085898232011510e-02
2.17944596489984972866690500668463585e-01 7.82055403510015027133309499331536415e-01 7.82055403510015027133309499331536415e-01 2.48574797680029375401085898232011510e-02
2.17944596489984972866690500668463585e-01 7.82055403510015027133309499331536415e-01 2.17944596489984972866690500668463585e-01 2.48574797680029375401085898232011510e-02
2.17944596489984972866690500668463585e-01 2.17944596489984972866690500668463585e-01 2.17944596489984972866690500668463585e-01 2.48574797680029375401085898232011510e-02
2.17944596489984972866690500668463585e-01 2.17944596489984972866690500668463585e-01 7.82055403510015027133309499331536415e-01 2.48574797680029375401085898232011510e-02
7.82055403510015027133309499331536415e-01 7.82055403510015027133309499331536415e-01 2.17944596489984972866690500668463585e-01 2.48574797680029375401085898232011510e-02
7.82055403510015027133309499331536415e-01 7.82055403510015027133309499331536415e-01 7.82055403510015027133309499331536415e-01 2.48574797680029375401085898232011510e-02
7.82055403510015027133309499331536415e-01 2.17944596489984972866690500668463585e-01 7.82055403510015027133309499331536415e-01 2.48574797680029375401085898232011510e-02
6.11564383711608567566121205028338187e-02 6.11564383711608567566121205028338187e-02 5.00000000000000000000000000000000000e-01 1.14737257670222052714055736149557914e-02
9.38843561628839143243387879497166181e-01 5.00000000000000000000000000000000000e-01 6.11564383711608567566121205028338187e-02 1.14737257670222052714055736149557914e-02
5.00000000000000000000000000000000000e-01 9.38843561628839143243387879497166181e-01 6.11564383711608567566121205028338187e-02 1.14737257670222052714055736149557914e-02
9.38843561628839143243387879497166181e-01 9.38843561628839143243387879497166181e-01 5.00000000000000000000000000000000000e-01 1.14737257670222052714055736149557914e-02
9.38843561628839143243387879497166181e-01 5.00000000000000000000000000000000000e-01 9.38843561628839143243387879497166181e-01 1.14737257670222052714055736149557914e-02
5.00000000000000000000000000000000000e-01 6.11564383711608567566121205028338187e-02 9.38843561628839143243387879497166181e-01 1.14737257670222052714055736149557914e-02
5.00000000000000000000000000000000000e-01 6.11564383711608567566121205028338187e-02 6.11564383711608567566121205028338187e-02 1.14737257670222052714055736149557914e-02
6.11564383711608567566121205028338187e-02 5.00000000000000000000000000000000000e-01 9.38843561628839143243387879497166181e-01 1.14737257670222052714055736149557914e-02
6.11564383711608567566121205028338187e-02 9.38843561628839143243387879497166181e-01 5.00000000000000000000000000000000000e-01 1.14737257670222052714055736149557914e-02
9.38843561628839143243387879497166181e-01 6.11564383711608567566121205028338187e-02 5.00000000000000000000000000000000000e-01 1.14737257670222052714055736149557914e-02
5.00000000000000000000000000000000000e-01 9.38843561628839143243387879497166181e-01 9.38843561628839143243387879497166181e-01 1.14737257670222052714055736149557914e-02
6.11564383711608567566121205028338187e-02 5.00000000000000000000000000000000000e-01 6.11564383711608567566121205028338187e-02 1.14737257670222052714055736149557914e-02
7.16133951315431082208012430758471920e-01 9.69265210932335872664488434801539398e-01 2.83866048684568917791987569241528080e-01 1.20146004391716708040599923089382542e-02
2.83866048684568917791987569241528080e-01 3.07347890676641273355115651984606025e-02 7.16133951315431082208012430758471920e-01 1.20146004391716708040599923089382542e-02
2.83866048684568917791987569241528080e-01 9.69265210932335872664488434801539398e-01 2.83866048684568917791987569241528080e-01 1.20146004391716708040599923089382542e-02
3.07347890676641273355115651984606025e-02 2.83866048684568917791987569241528080e-01 7.16133951315431082208012430758471920e-01 1.20146004391716708040599923089382542e-02
2.83866048684568917791987569241528080e-01 2.83866048684568917791987569241528080e-01 9.69265210932335872664488434801539398e-01 1.20146004391716708040599923089382542e-02
9.69265210932335872664488434801539398e-01 7.16133951315431082208012430758471920e-01 2.83866048684568917791987569241528080e-01 1.20146004391716708040599923089382542e-02
7.16133951315431082208012430758471920e-01 3.07347890676641273355115651984606025e-02 2.83866048684568917791987569241528080e-01 1.20146004391716708040599923089382542e-02
7.16133951315431082208012430758471920e-01 3.07347890676641273355115651984606025e-02 7.16133951315431082208012430758471920e-01 1.20146004391716708040599923089382542e-02
2.83866048684568917791987569241528080e-01 3.07347890676641273355115651984606025e-02 2.83866048684568917791987569241528080e-01 1.20146004391716708040599923089382542e-02
7.16133951315431082208012430758471920e-01 7.16133951315431082208012430758471920e-01 3.07347890676641273355115651984606025e-02 1.20146004391716708040599923089382542e-02
3.07347890676641273355115651984606025e-02 7.16133951315431082208012430758471920e-01 2.83866048684568917791987569241528080e-01 1.20146004391716708040599923089382542e-02
2.83866048684568917791987569241528080e-01 7.16133951315431082208012430758471920e-01 3.07347890676641273355115651984606025e-02 1.20146004391716708040599923089382542e-02
2.83866048684568917791987569241528080e-01 7.16133951315431082208012430758471920e-01 9.69265210932335872664488434801539398e-01 1.20146004391716708040599923089382542e-02
2.83866048684568917791987569241528080e-01 2.83866048684568917791987569241528080e-01 3.07347890676641273355115651984606025e-02 1.20146004391716708040599923089382542e-02
7.16133951315431082208012430758471920e-01 2.83866048684568917791987569241528080e-01 9.69265210932335872664488434801539398e-01 1.20146004391716708040599923089382542e-02
9.69265210932335872664488434801539398e-01 2.83866048684568917791987569241528080e-01 2.83866048684568917791987569241528080e-01 1.20146004391716708040599923089382542e-02
7.16133951315431082208012430758471920e-01 9.69265210932335872664488434801539398e-01 7.16133951315431082208012430758471920e-01 1.20146004391716708040599923089382542e-02
9.69265210932335872664488434801539398e-01 7.16133951315431082208012430758471920e-01 7.16133951315431082208012430758471920e-01 1.20146004391716708040599923089382542e-02
9.69265210932335872664488434801539398e-01 2.83866048684568917791987569241528080e-01 7.16133951315431082208012430758471920e-01 1.20146004391716708040599923089382542e-02
3.07347890676641273355115651984606025e-02 7.16133951315431082208012430758471920e-01 7.16133951315431082208012430758471920e-01 1.20146004391716708040599923089382542e-02
7.16133951315431082208012430758471920e-01 7.16133951315431082208012430758471920e-01 9.69265210932335872664488434801539398e-01 1.20146004391716708040599923089382542e-02
2.83866048684568917791987569241528080e-01 9.69265210932335872664488434801539398e-01 7.16133951315431082208012430758471920e-01 1.20146004391716708040599923089382542e-02
7.16133951315431082208012430758471920e-01 2.83866048684568917791987569241528080e-01 3.07347890676641273355115651984606025e-02 1.20146004391716708040599923089382542e-02
