# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 20
4.85493760762375328836515157891377674e-03 9.31054476783942186661769180803256036e-01 1.12986960212586552948087876459823901e-03
9.31054476783942186661769180803256036e-01 4.85493760762375328836515157891377674e-03 1.12986960212586552948087876459823901e-03
4.85493760762375328836515157891377674e-03 6.40905856084340600498656676178301877e-02 1.12986960212586552948087876459823901e-03
6.40905856084340600498656676178301877e-02 4.85493760762375328836515157891377674e-03 1.12986960212586552948087876459823901e-03
5.49874791429868106342272485158147710e-02 6.11877703547425699938147653821642715e-01 8.66722556721933306218265651450893356e-03
6.11877703547425699938147653821642715e-01 5.49874791429868106342272485158147710e-02 8.66722556721933306218265651450893356e-03
3.33134817309587489427625097662542514e-01 6.11877703547425699938147653821642715e-01 8.66722556721933306218265651450893356e-03
6.11877703547425699938147653821642715e-01 3.33134817309587489427625097662542514e-01 8.66722556721933306218265651450893356e-03
3.33134817309587489427625097662542514e-01 5.49874791429868106342272485158147710e-02 8.66722556721933306218265651450893356e-03
5.49874791429868106342272485158147710e-02 3.33134817309587489427625097662542514e-01 8.66722556721933306218265651450893356e-03
9.99522962881386553829078233471161981e-02 8.61684018936486749244480824205732301e-01 4.14571152761385771276236265890761915e-03
8.61684018936486749244480824205732301e-01 9.99522962881386553829078233471161981e-02 4.14571152761385771276236265890761915e-03
3.83636847753745953726113524471515013e-02 8.61684018936486749244480824205732301e-01 4.14571152761385771276236265890761915e-03
8.61684018936486749244480824205732301e-01 3.83636847753745953726113524471515013e-02 4.14571152761385771276236265890761915e-03
3.83636847753745953726113524471515013e-02 9.99522962881386553829078233471161981e-02 4.14571152761385771276236265890761915e-03
9.99522962881386553829078233471161981e-02 3.83636847753745953726113524471515013e-02 4.14571152761385771276236265890761915e-03
1.06227204720270042362554302053892448e-01 6.78165737889635554607997729995615966e-01 7.72260782209922984437041266271335430e-03
6.78165737889635554607997729995615966e-01 1.06227204720270042362554302053892448e-01 7.72260782209922984437041266271335430e-03
2.15607057390094403029447967950491586e-01 6.78165737889635554607997729995615966e-01 7.72260782209922984437041266271335430e-03
6.78165737889635554607997729995615966e-01 2.15607057390094403029447967950491586e-01 7.72260782209922984437041266271335430e-03
2.15607057390094403029447967950491586e-01 1.06227204720270042362554302053892448e-01 7.72260782209922984437041266271335430e-03
1.06227204720270042362554302053892448e-01 2.15607057390094403029447967950491586e-01 7.72260782209922984437041266271335430e-03
4.20023758816224079646442916947268944e-01 5.70144692890973359775045847324044314e-01 3.69568150025529797821921861319259542e-03
5.70144692890973359775045847324044314e-01 4.20023758816224079646442916947268944e-01 3.69568150025529797821921861319259542e-03
9.83154829280256057851123572868674210e-03 5.70144692890973359775045847324044314e-01 3.69568150025529797821921861319259542e-03
5.70144692890973359775045847324044314e-01 9.83154829280256057851123572868674210e-03 3.69568150025529797821921861319259542e-03
9.83154829280256057851123572868674210e-03 4.20023758816224079646442916947268944e-01 3.69568150025529797821921861319259542e-03
4.20023758816224079646442916947268944e-01 9.83154829280256057851123572868674210e-03 3.69568150025529797821921861319259542e-03
3.17860123835772015975967671630259648e-01 5.42331804172428085429880844401323168e-01 1.16917457318277369325460777344454625e-02
5.42331804172428085429880844401323168e-01 3.17860123835772015975967671630259648e-01 1.16917457318277369325460777344454625e-02
1.39808071991799898594151483968417183e-01 5.42331804172428085429880844401323168e-01 1.16917457318277369325460777344454625e-02
5.42331804172428085429880844401323168e-01 1.39808071991799898594151483968417183e-01 1.16917457318277369325460777344454625e-02
1.39808071991799898594151483968417183e-01 3.17860123835772015975967671630259648e-01 1.16917457318277369325460777344454625e-02
3.17860123835772015975967671630259648e-01 1.39808071991799898594151483968417183e-01 1.16917457318277369325460777344454625e-02
1.07372128560110873305245610078957771e-02 7.08681375720323677831988908448041016e-01 3.57820023845768536493133660779293417e-03
7.08681375720323677831988908448041016e-01 1.07372128560110873305245610078957771e-02 3.57820023845768536493133660779293417e-03
2.80581411423665234837486530544063207e-01 7.08681375720323677831988908448041016e-01 3.57820023845768536493133660779293417e-03
7.08681375720323677831988908448041016e-01 2.80581411423665234837486530544063207e-01 3.57820023845768536493133660779293417e-03
2.80581411423665234837486530544063207e-01 1.07372128560110873305245610078957771e-02 3.57820023845768536493133660779293417e-03
1.07372128560110873305245610078957771e-02 2.80581411423665234837486530544063207e-01 3.57820023845768536493133660779293417e-03
