# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 20
3.33333333333333333333333333333333333e-01 3.33333333333333333333333333333333333e-01 1.39101107014531159078916970634745129e-02
2.54579267673339112384852648127384638e-01 4.90841464653321775230294703745230723e-01 1.40832013075202475321604460311826748e-02
4.90841464653321775230294703745230723e-01 2.54579267673339112384852648127384638e-01 1.40832013075202475321604460311826748e-02
2.54579267673339112384852648127384638e-01 2.54579267673339112384852648127384638e-01 1.40832013075202475321604460311826748e-02
1.09761410283977640396480118588798125e-02 9.78047717943204471920703976282240375e-01 7.98840791066619861973646183266444268e-04
9.78047717943204471920703976282240375e-01 1.09761410283977640396480118588798125e-02 7.98840791066619861973646183266444268e-04
1.09761410283977640396480118588798125e-02 1.09761410283977640396480118588798125e-02 7.98840791066619861973646183266444268e-04
1.09383596711714597016872474899833622e-01 7.81232806576570805966255050200332756e-01 7.83023077607453342110175091222355086e-03
7.81232806576570805966255050200332756e-01 1.09383596711714597016872474899833622e-01 7.83023077607453342110175091222355086e-03
1.09383596711714597016872474899833622e-01 1.09383596711714597016872474899833622e-01 7.83023077607453342110175091222355086e-03
1.86294997744540942771732508057624354e-01 6.27410004510918114456534983884751291e-01 9.17346297425291447981321352953451088e-03
6.27410004510918114456534983884751291e-01 1.86294997744540942771732508057624354e-01 9.17346297425291447981321352953451088e-03
1.86294997744540942771732508057624354e-01 1.86294997744540942771732508057624354e-01 9.17346297425291447981321352953451088e-03
4.45551056955924815187222278434214408e-01 1.08897886088150369625555443131571185e-01 9.45239993323244768682854066019989918e-03
1.08897886088150369625555443131571185e-01 4.45551056955924815187222278434214408e-01 9.45239993323244768682854066019989918e-03
4.45551056955924815187222278434214408e-01 4.45551056955924815187222278434214408e-01 9.45239993323244768682854066019989918e-03
3.73108805988846939935037162872162219e-02 9.25378238802230612012992567425567556e-01 2.16127541066557752617318053945169363e-03
9.25378238802230612012992567425567556e-01 3.73108805988846939935037162872162219e-02 2.16127541066557752617318053945169363e-03
3.73108805988846939935037162872162219e-02 3.73108805988846939935037162872162219e-02 2.16127541066557752617318053945169363e-03
3.93425347817099858678963743503277591e-01 2.13149304365800282642072512993444817e-01 1.37880506290704590133877227158193483e-02
2.13149304365800282642072512993444817e-01 3.93425347817099858678963743503277591e-01 1.37880506290704590133877227158193483e-02
3.93425347817099858678963743503277591e-01 3.93425347817099858678963743503277591e-01 1.37880506290704590133877227158193483e-02
4.76245611540499013210351872232590956e-01 4.75087769190019735792962555348180881e-02 7.10182530340844049192011648111982260e-03
4.75087769190019735792962555348180881e-02 4.76245611540499013210351872232590956e-01 7.10182530340844049192011648111982260e-03
4.76245611540499013210351872232590956e-01 4.76245611540499013210351872232590956e-01 7.10182530340844049192011648111982260e-03
7.57078050469652826323345852856154599e-03 8.33295511838236247172151190043086596e-01 2.20289741855849756403281770394634616e-03
8.33295511838236247172151190043086596e-01 7.57078050469652826323345852856154599e-03 2.20289741855849756403281770394634616e-03
1.59133707657067224564615351428351858e-01 8.33295511838236247172151190043086596e-01 2.20289741855849756403281770394634616e-03
8.33295511838236247172151190043086596e-01 1.59133707657067224564615351428351858e-01 2.20289741855849756403281770394634616e-03
1.59133707657067224564615351428351858e-01 7.57078050469652826323345852856154599e-03 2.20289741855849756403281770394634616e-03
7.57078050469652826323345852856154599e-03 1.59133707657067224564615351428351858e-01 2.20289741855849756403281770394634616e-03
4.65603649076643165137695546052680565e-02 7.54921502863547505106208742386882945e-01 5.98639857895469002014631403624979137e-03
7.54921502863547505106208742386882945e-01 4.65603649076643165137695546052680565e-02 5.98639857895469002014631403624979137e-03
1.98518132228788178380021703007848998e-01 7.54921502863547505106208742386882945e-01 5.98639857895469002014631403624979137e-03
7.54921502863547505106208742386882945e-01 1.98518132228788178380021703007848998e-01 5.98639857895469002014631403624979137e-03
1.98518132228788178380021703007848998e-01 4.65603649076643165137695546052680565e-02 5.98639857895469002014631403624979137e-03
4.65603649076643165137695546052680565e-02 1.98518132228788178380021703007848998e-01 5.98639857895469002014631403624979137e-03
6.40905856084340600498656676178301877e-02 9.31054476783942186661769180803256036e-01 1.12986960212586552948087876459823901e-03
9.31054476783942186661769180803256036e-01 6.40905856084340600498656676178301877e-02 1.12986960212586552948087876459823901e-03
