2 10
3.33333333333333333333333333333333333e-01 3.33333333333333333333333333333333333e-01 4.08716645731429832140593424920888061e-02
3.20553732169435129309845893364897390e-02 9.35889253566112974138030821327020522e-01 6.67648440657478313778648919953432675e-03
9.35889253566112974138030821327020522e-01 3.20553732169435129309845893364897390e-02 6.67648440657478313778648919953432675e-03
3.20553732169435129309845893364897390e-02 3.20553732169435129309845893364897390e-02 6.67648440657478313778648919953432675e-03
1.42161101056564385092162103190958322e-01 7.15677797886871229815675793618083357e-01 2.29789818023723640068939548162739082e-02
7.15677797886871229815675793618083357e-01 1.42161101056564385092162103190958322e-01 2.29789818023723640068939548162739082e-02
1.42161101056564385092162103190958322e-01 1.42161101056564385092162103190958322e-01 2.29789818023723640068939548162739082e-02
3.21812995288835421225097560986048714e-01 5.30054118927344028277095673945694117e-01 3.19524531982120227164493668813266609e-02
5.30054118927344028277095673945694117e-01 3.21812995288835421225097560986048714e-01 3.19524531982120227164493668813266609e-02
1.48132885783820550497806765068257169e-01 5.30054118927344028277095673945694117e-01 3.19524531982120227164493668813266609e-02
5.30054118927344028277095673945694117e-01 1.48132885783820550497806765068257169e-01 3.19524531982120227164493668813266609e-02
1.48132885783820550497806765068257169e-01 3.21812995288835421225097560986048714e-01 3.19524531982120227164493668813266609e-02
3.21812995288835421225097560986048714e-01 1.48132885783820550497806765068257169e-01 3.19524531982120227164493668813266609e-02
2.96198894887297676338362694260428005e-02 6.01233328683459245454742893458687809e-01 1.70923240814797143143457920206711451e-02
6.01233328683459245454742893458687809e-01 2.96198894887297676338362694260428005e-02 1.70923240814797143143457920206711451e-02
3.69146781827810986911420837115269390e-01 6.01233328683459245454742893458687809e-01 1.70923240814797143143457920206711451e-02
6.01233328683459245454742893458687809e-01 3.69146781827810986911420837115269390e-01 1.70923240814797143143457920206711451e-02
3.69146781827810986911420837115269390e-01 2.96198894887297676338362694260428005e-02 1.70923240814797143143457920206711451e-02
2.96198894887297676338362694260428005e-02 3.69146781827810986911420837115269390e-01 1.70923240814797143143457920206711451e-02
2.83676653399384392504357555781302056e-02 8.07930600922879065079949902881744109e-01 1.26488788536441921945213953414166088e-02
8.07930600922879065079949902881744109e-01 2.83676653399384392504357555781302056e-02 1.26488788536441921945213953414166088e-02
1.63701733737182495669614341540125685e-01 8.07930600922879065079949902881744109e-01 1.26488788536441921945213953414166088e-02
8.07930600922879065079949902881744109e-01 1.63701733737182495669614341540125685e-01 1.26488788536441921945213953414166088e-02
1.63701733737182495669614341540125685e-01 2.83676653399384392504357555781302056e-02 1.26488788536441921945213953414166088e-02
2.83676653399384392504357555781302056e-02 1.63701733737182495669614341540125685e-01 1.26488788536441921945213953414166088e-02
