# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 13
3.33333333333333333333333333333333333e-01 3.33333333333333333333333333333333333e-01 3.39800182934158221408872123404424398e-02
4.89076946452539349900689719090204388e-01 2.18461070949213001986205618195912247e-02 1.19972009644473653868553997254798269e-02
2.18461070949213001986205618195912247e-02 4.89076946452539349900689719090204388e-01 1.19972009644473653868553997254798269e-02
4.89076946452539349900689719090204388e-01 4.89076946452539349900689719090204388e-01 1.19972009644473653868553997254798269e-02
2.21372286291832900654812554705079078e-01 5.57255427416334198690374890589841844e-01 2.91392425595999907023835417566699048e-02
5.57255427416334198690374890589841844e-01 2.21372286291832900654812554705079078e-01 2.91392425595999907023835417566699048e-02
2.21372286291832900654812554705079078e-01 2.21372286291832900654812554705079078e-01 2.91392425595999907023835417566699048e-02
4.26941414259800406020812535031374211e-01 1.46117171480399187958374929937251577e-01 2.78009837652266643536287330052307338e-02
1.46117171480399187958374929937251577e-01 4.26941414259800406020812535031374211e-01 2.78009837652266643536287330052307338e-02
4.26941414259800406020812535031374211e-01 4.26941414259800406020812535031374211e-01 2.78009837652266643536287330052307338e-02
2.15096811088431838692913135340520826e-02 9.56980637782313632261417372931895835e-01 3.02616855176958592089640001614541223e-03
9.56980637782313632261417372931895835e-01 2.15096811088431838692913135340520826e-02 3.02616855176958592089640001614541223e-03
2.15096811088431838692913135340520826e-02 2.15096811088431838692913135340520826e-02 3.02616855176958592089640001614541223e-03
8.78954830321973245930935025003331011e-02 7.48507115899952195173018595788709650e-01 1.20895199057969095687228727865303796e-02
7.48507115899952195173018595788709650e-01 8.78954830321973245930935025003331011e-02 1.20895199057969095687228727865303796e-02
1.63597401067850480233887901710957249e-01 7.48507115899952195173018595788709650e-01 1.20895199057969095687228727865303796e-02
7.48507115899952195173018595788709650e-01 1.63597401067850480233887901710957249e-01 1.20895199057969095687228727865303796e-02
1.63597401067850480233887901710957249e-01 8.78954830321973245930935025003331011e-02 1.20895199057969095687228727865303796e-02
8.78954830321973245930935025003331011e-02 1.63597401067850480233887901710957249e-01 1.20895199057969095687228727865303796e-02
1.10922042803463395412869545221674522e-01 8.64707770295442775302545950895693183e-01 7.48270055258283363162292856645171900e-03
8.64707770295442775302545950895693183e-01 1.10922042803463395412869545221674522e-01 7.48270055258283363162292856645171900e-03
2.43701869010938292845845038826322949e-02 8.64707770295442775302545950895693183e-01 7.48270055258283363162292856645171900e-03
8.64707770295442775302545950895693183e-01 2.43701869010938292845845038826322949e-02 7.48270055258283363162292856645171900e-03
2.43701869010938292845845038826322949e-02 1.10922042803463395412869545221674522e-01 7.48270055258283363162292856645171900e-03
1.10922042803463395412869545221674522e-01 2.43701869010938292845845038826322949e-02 7.48270055258283363162292856645171900e-03
3.08441760892117774658471852541245310e-01 6.23545995553675570815854353186236586e-01 1.73206380704241852329934142554591102e-02
6.23545995553675570815854353186236586e-01 3.08441760892117774658471852541245310e-01 1.73206380704241852329934142554591102e-02
6.80122435542066545256737942725181044e-02 6.23545995553675570815854353186236586e-01 1.73206380704241852329934142554591102e-02
6.23545995553675570815854353186236586e-01 6.80122435542066545256737942725181044e-02 1.73206380704241852329934142554591102e-02
6.80122435542066545256737942725181044e-02 3.08441760892117774658471852541245310e-01 1.73206380704241852329934142554591102e-02
3.08441760892117774658471852541245310e-01 6.80122435542066545256737942725181044e-02 1.73206380704241852329934142554591102e-02
5.12638910238236855932940334112910598e-03 7.22357793124187965260620132304784049e-01 4.79534050177163136129754508305544569e-03
7.22357793124187965260620132304784049e-01 5.12638910238236855932940334112910598e-03 4.79534050177163136129754508305544569e-03
2.72515817773429666180050464354086845e-01 7.22357793124187965260620132304784049e-01 4.79534050177163136129754508305544569e-03
7.22357793124187965260620132304784049e-01 2.72515817773429666180050464354086845e-01 4.79534050177163136129754508305544569e-03
2.72515817773429666180050464354086845e-01 5.12638910238236855932940334112910598e-03 4.79534050177163136129754508305544569e-03
5.12638910238236855932940334112910598e-03 2.72515817773429666180050464354086845e-01 4.79534050177163136129754508305544569e-03
