# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 16
3.33333333333333333333333333333333333e-01 3.33333333333333333333333333333333333e-01 2.26322830369093964496707011878744765e-02
2.45990070467141734471717779767080180e-01 5.08019859065716531056564440465839641e-01 2.05464615718494747707149594359615875e-02
5.08019859065716531056564440465839641e-01 2.45990070467141734471717779767080180e-01 2.05464615718494747707149594359615875e-02
2.45990070467141734471717779767080180e-01 2.45990070467141734471717779767080180e-01 2.05464615718494747707149594359615875e-02
4.15584896885420513220980676184012736e-01 1.68830206229158973558038647631974529e-01 2.03559166562126796261819011524730579e-02
1.68830206229158973558038647631974529e-01 4.15584896885420513220980676184012736e-01 2.03559166562126796261819011524730579e-02
4.15584896885420513220980676184012736e-01 4.15584896885420513220980676184012736e-01 2.03559166562126796261819011524730579e-02
8.53555665867003217553248855213653011e-02 8.29288866826599356489350228957269398e-01 7.39081734511220199009109380160968169e-03
8.29288866826599356489350228957269398e-01 8.53555665867003217553248855213653011e-02 7.39081734511220199009109380160968169e-03
8.53555665867003217553248855213653011e-02 8.53555665867003217553248855213653011e-02 7.39081734511220199009109380160968169e-03
1.61918644191271226876883267012342436e-01 6.76162711617457546246233465975315129e-01 1.47092048494940489303056761113913529e-02
6.76162711617457546246233465975315129e-01 1.61918644191271226876883267012342436e-01 1.47092048494940489303056761113913529e-02
1.61918644191271226876883267012342436e-01 1.61918644191271226876883267012342436e-01 1.47092048494940489303056761113913529e-02
5.00000000000000000000000000000000000e-01 0.00000000000000000000000000000000000e+00 2.20927315607528446269211589457730454e-03
0.00000000000000000000000000000000000e+00 5.00000000000000000000000000000000000e-01 2.20927315607528446269211589457730454e-03
5.00000000000000000000000000000000000e-01 5.00000000000000000000000000000000000e-01 2.20927315607528446269211589457730454e-03
4.75280727545942104088257790534511955e-01 4.94385449081157918234844189309760899e-02 1.29871666491385791601511459235167202e-02
4.94385449081157918234844189309760899e-02 4.75280727545942104088257790534511955e-01 1.29871666491385791601511459235167202e-02
4.75280727545942104088257790534511955e-01 4.75280727545942104088257790534511955e-01 1.29871666491385791601511459235167202e-02
5.47551749147031128917237113965837051e-02 7.54170061444767807854989036629145275e-01 9.46913623220784948477310690335470451e-03
7.54170061444767807854989036629145275e-01 5.47551749147031128917237113965837051e-02 9.46913623220784948477310690335470451e-03
1.91074763640529079253287251974271020e-01 7.54170061444767807854989036629145275e-01 9.46913623220784948477310690335470451e-03
7.54170061444767807854989036629145275e-01 1.91074763640529079253287251974271020e-01 9.46913623220784948477310690335470451e-03
1.91074763640529079253287251974271020e-01 5.47551749147031128917237113965837051e-02 9.46913623220784948477310690335470451e-03
5.47551749147031128917237113965837051e-02 1.91074763640529079253287251974271020e-01 9.46913623220784948477310690335470451e-03
2.32034277688137090374885412716003932e-02 9.68244368030958679184597594208125989e-01 8.27233357417524096197906974051107706e-04
9.68244368030958679184597594208125989e-01 2.32034277688137090374885412716003932e-02 8.27233357417524096197906974051107706e-04
8.55220420022761177791386452027361740e-03 9.68244368030958679184597594208125989e-01 8.27233357417524096197906974051107706e-04
9.68244368030958679184597594208125989e-01 8.55220420022761177791386452027361740e-03 8.27233357417524096197906974051107706e-04
8.55220420022761177791386452027361740e-03 2.32034277688137090374885412716003932e-02 8.27233357417524096197906974051107706e-04
2.32034277688137090374885412716003932e-02 8.55220420022761177791386452027361740e-03 8.27233357417524096197906974051107706e-04
1.89317782804059149817152705273881629e-02 6.49303698245446408129626495781907985e-01 7.50430089214290304128424113042873749e-03
6.49303698245446408129626495781907985e-01 1.89317782804059149817152705273881629e-02 7.50430089214290304128424113042873749e-03
3.31764523474147676888658233690703852e-01 6.49303698245446408129626495781907985e-01 7.50430089214290304128424113042873749e-03
6.49303698245446408129626495781907985e-01 3.31764523474147676888658233690703852e-01 7.50430089214290304128424113042873749e-03
3.31764523474147676888658233690703852e-01 1.89317782804059149817152705273881629e-02 7.50430089214290304128424113042873749e-03
1.89317782804059149817152705273881629e-02 3.31764523474147676888658233690703852e-01 7.50430089214290304128424113042873749e-03
1.90301297436974487909352121574817397e-02 9.00273703270429626137006917193871828e-01 3.97379696669624940529979905452702338e-03
9.00273703270429626137006917193871828e-01 1.90301297436974487909352121574817397e-02 3.97379696669624940529979905452702338e-03
8.06961669858729250720578706486464327e-02 9.00273703270429626137006917193871828e-01 3.97379696669624940529979905452702338e-03
9.00273703270429626137006917193871828e-01 8.06961669858729250720578706486464327e-02 3.97379696669624940529979905452702338e-03
8.06961669858729250720578706486464327e-02 1.90301297436974487909352121574817397e-02 3.97379696669624940529979905452702338e-03
1.90301297436974487909352121574817397e-02 8.06961669858729250720578706486464327e-02 3.97379696669624940529979905452702338e-03
1.02606190239398096301724851614571773e-01 5.89148840564247918790286700628427822e-01 1.59918050396850343924070308219665574e-02
5.89148840564247918790286700628427822e-01 1.02606190239398096301724851614571773e-01 1.59918050396850343924070308219665574e-02
3.08244969196353984907988447757000405e-01 5.89148840564247918790286700628427822e-01 1.59918050396850343924070308219665574e-02
5.89148840564247918790286700628427822e-01 3.08244969196353984907988447757000405e-01 1.59918050396850343924070308219665574e-02
3.08244969196353984907988447757000405e-01 1.02606190239398096301724851614571773e-01 1.59918050396850343924070308219665574e-02
1.02606190239398096301724851614571773e-01 3.08244969196353984907988447757000405e-01 1.59918050396850343924070308219665574e-02
5.93635001682226990748196761065801600e-03 8.06621867499395642451430326307064689e-01 2.69559355842440570169101875792793780e-03
8.06621867499395642451430326307064689e-01 5.93635001682226990748196761065801600e-03 2.69559355842440570169101875792793780e-03
1.87441782483782087641087706082277295e-01 8.06621867499395642451430326307064689e-01 2.69559355842440570169101875792793780e-03
8.06621867499395642451430326307064689e-01 1.87441782483782087641087706082277295e-01 2.69559355842440570169101875792793780e-03
1.87441782483782087641087706082277295e-01 5.93635001682226990748196761065801600e-03 2.69559355842440570169101875792793780e-03
5.93635001682226990748196761065801600e-03 1.87441782483782087641087706082277295e-01 2.69559355842440570169101875792793780e-03
