# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 18
3.33333333333333333333333333333333333e-01 3.33333333333333333333333333333333333e-01 1.81778676507133330839971007440378301e-02
3.99955628067576231680366121769806388e-01 2.00088743864847536639267756460387223e-01 1.66522350166950676427077551283124694e-02
2.00088743864847536639267756460387223e-01 3.99955628067576231680366121769806388e-01 1.66522350166950676427077551283124694e-02
3.99955628067576231680366121769806388e-01 3.99955628067576231680366121769806388e-01 1.66522350166950676427077551283124694e-02
4.87580301574869562313185532700103228e-01 2.48393968502608753736289345997935447e-02 6.02332381699985505921339532670096734e-03
2.48393968502608753736289345997935447e-02 4.87580301574869562313185532700103228e-01 6.02332381699985505921339532670096734e-03
4.87580301574869562313185532700103228e-01 4.87580301574869562313185532700103228e-01 6.02332381699985505921339532670096734e-03
4.61809506406449231368712937791837068e-01 7.63809871871015372625741244163258642e-02 9.47458575338943301304618112589569020e-03
7.63809871871015372625741244163258642e-02 4.61809506406449231368712937791837068e-01 9.47458575338943301304618112589569020e-03
4.61809506406449231368712937791837068e-01 4.61809506406449231368712937791837068e-01 9.47458575338943301304618112589569020e-03
2.42264702514271962204939233297139476e-01 5.15470594971456075590121533405721049e-01 1.82375447044718185170723239793236726e-02
5.15470594971456075590121533405721049e-01 2.42264702514271962204939233297139476e-01 1.82375447044718185170723239793236726e-02
2.42264702514271962204939233297139476e-01 2.42264702514271962204939233297139476e-01 1.82375447044718185170723239793236726e-02
3.88302560886855947102208202991308956e-02 9.22339487822628810579558359401738209e-01 3.56466300985948533888207740273474777e-03
9.22339487822628810579558359401738209e-01 3.88302560886855947102208202991308956e-02 3.56466300985948533888207740273474777e-03
3.88302560886855947102208202991308956e-02 3.88302560886855947102208202991308956e-02 3.56466300985948533888207740273474777e-03
9.19477421216431967358843945016815346e-02 8.16104515756713606528231210996636931e-01 8.27957997600162458402902799481545485e-03
8.16104515756713606528231210996636931e-01 9.19477421216431967358843945016815346e-02 8.27957997600162458402902799481545485e-03
9.19477421216431967358843945016815346e-02 9.19477421216431967358843945016815346e-02 8.27957997600162458402902799481545485e-03
4.58049158598607811285920925059577395e-02 7.70372376214675213229309957505842123e-01 6.87980811747110261895976160459244335e-03
7.70372376214675213229309957505842123e-01 4.58049158598607811285920925059577395e-02 6.87980811747110261895976160459244335e-03
1.83822707925464005642097949988200138e-01 7.70372376214675213229309957505842123e-01 6.87980811747110261895976160459244335e-03
7.70372376214675213229309957505842123e-01 1.83822707925464005642097949988200138e-01 6.87980811747110261895976160459244335e-03
1.83822707925464005642097949988200138e-01 4.58049158598607811285920925059577395e-02 6.87980811747110261895976160459244335e-03
