# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 19
1.78170104781764310842771841000729786e-01 1.78170104781764310842771841000729786e-01 1.23259574240954266452567900820218329e-02
1.16394611837894469209866999446273818e-02 9.76721077632421106158026600110745236e-01 8.82661388221423829862129447473709094e-04
9.76721077632421106158026600110745236e-01 1.16394611837894469209866999446273818e-02 8.82661388221423829862129447473709094e-04
1.16394611837894469209866999446273818e-02 1.16394611837894469209866999446273818e-02 8.82661388221423829862129447473709094e-04
2.55161632913607697508749449021043299e-01 4.89676734172784604982501101957913403e-01 1.58765096830015384854743612498351813e-02
4.89676734172784604982501101957913403e-01 2.55161632913607697508749449021043299e-01 1.58765096830015384854743612498351813e-02
2.55161632913607697508749449021043299e-01 2.55161632913607697508749449021043299e-01 1.58765096830015384854743612498351813e-02
1.30697676268032404569608942347127632e-01 8.30156464400275374105719186549981355e-01 4.84774224342752289946486661428347065e-03
8.30156464400275374105719186549981355e-01 1.30697676268032404569608942347127632e-01 4.84774224342752289946486661428347065e-03
3.91458593316922213246718711028910129e-02 8.30156464400275374105719186549981355e-01 4.84774224342752289946486661428347065e-03
8.30156464400275374105719186549981355e-01 3.91458593316922213246718711028910129e-02 4.84774224342752289946486661428347065e-03
3.91458593316922213246718711028910129e-02 1.30697676268032404569608942347127632e-01 4.84774224342752289946486661428347065e-03
1.30697676268032404569608942347127632e-01 3.91458593316922213246718711028910129e-02 4.84774224342752289946486661428347065e-03
3.11317629809541252775130649786984554e-01 5.59369805720300914158853798356513984e-01 1.31731609886953665925907494225161491e-02
5.59369805720300914158853798356513984e-01 3.11317629809541252775130649786984554e-01 1.31731609886953665925907494225161491e-02
1.29312564470157833066015551856501462e-01 5.59369805720300914158853798356513984e-01 1.31731609886953665925907494225161491e-02
5.59369805720300914158853798356513984e-01 1.29312564470157833066015551856501462e-01 1.31731609886953665925907494225161491e-02
1.29312564470157833066015551856501462e-01 3.11317629809541252775130649786984554e-01 1.31731609886953665925907494225161491e-02
3.11317629809541252775130649786984554e-01 1.29312564470157833066015551856501462e-01 1.31731609886953665925907494225161491e-02
2.06892589660480761010570185940547896e-03 6.33313293128784133046867658991000569e-01 1.64103827591790962797267086558321500e-03
6.33313293128784133046867658991000569e-01 2.06892589660480761010570185940547896e-03 1.64103827591790962797267086558321500e-03
3.64617780974611059343026639149593952e-01 6.33313293128784133046867658991000569e-01 1.64103827591790962797267086558321500e-03
6.33313293128784133046867658991000569e-01 3.64617780974611059343026639149593952e-01 1.64103827591790962797267086558321500e-03
3.64617780974611059343026639149593952e-01 2.06892589660480761010570185940547896e-03 1.64103827591790962797267086558321500e-03
2.06892589660480761010570185940547896e-03 3.64617780974611059343026639149593952e-01 1.64103827591790962797267086558321500e-03
7.45602946016266785370651254126517841e-02 7.04004819966042109880879190781659227e-01 9.05397246560622503232628184928334981e-03
7.04004819966042109880879190781659227e-01 7.45602946016266785370651254126517841e-02 9.05397246560622503232628184928334981e-03
2.21434885432331211582055683805688989e-01 7.04004819966042109880879190781659227e-01 9.05397246560622503232628184928334981e-03
7.04004819966042109880879190781659227e-01 2.21434885432331211582055683805688989e-01 9.05397246560622503232628184928334981e-03
2.21434885432331211582055683805688989e-01 7.45602946016266785370651254126517841e-02 9.05397246560622503232628184928334981e-03
7.45602946016266785370651254126517841e-02 2.21434885432331211582055683805688989e-01 9.05397246560622503232628184928334981e-03
5.00728825735449113349109438258288932e-03 8.52566954376889199678253315174004931e-01 1.46315755173510020307341442452849360e-03
8.52566954376889199678253315174004931e-01 5.00728825735449113349109438258288932e-03 1.46315755173510020307341442452849360e-03
1.42425757365756309188255590443412180e-01 8.52566954376889199678253315174004931e-01 1.46315755173510020307341442452849360e-03
8.52566954376889199678253315174004931e-01 1.42425757365756309188255590443412180e-01 1.46315755173510020307341442452849360e-03
1.42425757365756309188255590443412180e-01 5.00728825735449113349109438258288932e-03 1.46315755173510020307341442452849360e-03
5.00728825735449113349109438258288932e-03 1.42425757365756309188255590443412180e-01 1.46315755173510020307341442452849360e-03
4.08880111960168761391278955287946163e-02 6.05083979068707964112849419188932457e-01 8.05108138201205410499600674132189555e-03
6.05083979068707964112849419188932457e-01 4.08880111960168761391278955287946163e-02 8.05108138201205410499600674132189555e-03
3.54028009735275159748022685282272926e-01 6.05083979068707964112849419188932457e-01 8.05108138201205410499600674132189555e-03
6.05083979068707964112849419188932457e-01 3.54028009735275159748022685282272926e-01 8.05108138201205410499600674132189555e-03
3.54028009735275159748022685282272926e-01 4.08880111960168761391278955287946163e-02 8.05108138201205410499600674132189555e-03
4.08880111960168761391278955287946163e-02 3.54028009735275159748022685282272926e-01 8.05108138201205410499600674132189555e-03
2.41894578960579568578028997193141382e-01 7.43181368957436359746570616731498006e-01 4.22794374976824840876053522679547178e-03
7.43181368957436359746570616731498006e-01 2.41894578960579568578028997193141382e-01 4.22794374976824840876053522679547178e-03
1.49240520819840716754003860753606114e-02 7.43181368957436359746570616731498006e-01 4.22794374976824840876053522679547178e-03
7.43181368957436359746570616731498006e-01 1.49240520819840716754003860753606114e-02 4.22794374976824840876053522679547178e-03
1.49240520819840716754003860753606114e-02 2.41894578960579568578028997193141382e-01 4.22794374976824840876053522679547178e-03
2.41894578960579568578028997193141382e-01 1.49240520819840716754003860753606114e-02 4.22794374976824840876053522679547178e-03
6.00862753223066979923962459578579309e-02 9.30137698876805146656288025078019050e-01 1.66360068142969412948659062772064254e-03
9.30137698876805146656288025078019050e-01 6.00862753223066979923962459578579309e-02 1.66360068142969412948659062772064254e-03
9.77602580088815535131572896412301898e-03 9.30137698876805146656288025078019050e-01 1.66360068142969412948659062772064254e-03
9.30137698876805146656288025078019050e-01 9.77602580088815535131572896412301898e-03 1.66360068142969412948659062772064254e-03
9.77602580088815535131572896412301898e-03 6.00862753223066979923962459578579309e-02 1.66360068142969412948659062772064254e-03
6.00862753223066979923962459578579309e-02 9.77602580088815535131572896412301898e-03 1.66360068142969412948659062772064254e-03
