# Witherden, F. D.; Vincent, P. E. On the identification of symmetric quadrature rules for finite element methods. Comput. Math. Appl. 69 (2015), no. 10, 1232-1241
2 19
3.33333333333333333333333333333333333e-01 3.33333333333333333333333333333333333e-01 1.72346988520061674530066042284285375e-02
5.25238903512089670147565060224366885e-02 8.94952219297582065970486987955126623e-01 3.55462829889906526885954873609530563e-03
8.94952219297582065970486987955126623e-01 5.25238903512089670147565060224366885e-02 3.55462829889906526885954873609530563e-03
5.25238903512089670147565060224366885e-02 5.25238903512089670147565060224366885e-02 3.55462829889906526885954873609530563e-03
4.92512675041336869496897663589624738e-01 1.49746499173262610062046728207505244e-02 5.16087757147214084484381787782492394e-03
1.49746499173262610062046728207505244e-02 4.92512675041336869496897663589624738e-01 5.16087757147214084484381787782492394e-03
4.92512675041336869496897663589624738e-01 4.92512675041336869496897663589624738e-01 5.16087757147214084484381787782492394e-03
1.11448873323021376452705295704714325e-01 7.77102253353957247094589408590571350e-01 7.61717554650914979060790449265384113e-03
7.77102253353957247094589408590571350e-01 1.11448873323021376452705295704714325e-01 7.61717554650914979060790449265384113e-03
1.11448873323021376452705295704714325e-01 1.11448873323021376452705295704714325e-01 7.61717554650914979060790449265384113e-03
4.59194201039543657470193928950812978e-01 8.16115979209126850596121420983740441e-02 1.14917950133708031151550843863985100e-02
8.16115979209126850596121420983740441e-02 4.59194201039543657470193928950812978e-01 1.14917950133708031151550843863985100e-02
4.59194201039543657470193928950812978e-01 4.59194201039543657470193928950812978e-01 1.14917950133708031151550843863985100e-02
4.03969722551901196608037508536179535e-01 1.92060554896197606783924982927640931e-01 1.57687674465774875382625974408218075e-02
1.92060554896197606783924982927640931e-01 4.03969722551901196608037508536179535e-01 1.57687674465774875382625974408218075e-02
4.03969722551901196608037508536179535e-01 4.03969722551901196608037508536179535e-01 1.57687674465774875382625974408218075e-02
1.78170104781764310842771841000729786e-01 6.43659790436471378314456317998540428e-01 1.23259574240954266452567900820218329e-02
6.43659790436471378314456317998540428e-01 1.78170104781764310842771841000729786e-01 1.23259574240954266452567900820218329e-02
